
1675317118579 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317119352 :: {'s': 'error', 'code': -8, 'message': 'Your token has expired. Please generate a token'}

1675317170146 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317170611 :: {'s': 'error', 'code': -8, 'message': 'Your token has expired. Please generate a token'}

1675317199613 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317199982 :: {'s': 'error', 'code': -8, 'message': 'Your token has expired. Please generate a token'}

1675317199984 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317200357 :: {'s': 'error', 'code': -8, 'message': 'Your token has expired. Please generate a token'}

1675317302718 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317303162 :: {'s': 'error', 'code': -8, 'message': 'Your token has expired. Please generate a token'}

1675317445246 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317446245 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -7.4, 'chp': -0.04, 'lp': 17608.9, 'spread': 0.0, 'ask': 17608.9, 'bid': 17608.9, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675317420, 'o': 17610.1, 'h': 17610.65, 'l': 17606.5, 'c': 17608.9, 'v': 0, 'tf': '11:27'}}}]}

1675331904363 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331904600 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -7.55, 'chp': -0.04, 'lp': 17608.75, 'spread': 0.0, 'ask': 17608.75, 'bid': 17608.75, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17608.75, 'c': 17608.75, 'v': 0, 'tf': '15:28'}}}]}

1675331906368 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331906703 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -6.95, 'chp': -0.04, 'lp': 17609.35, 'spread': 0.0, 'ask': 17609.35, 'bid': 17609.35, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17608.75, 'c': 17609.35, 'v': 0, 'tf': '15:28'}}}]}

1675331908395 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331908636 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -8.75, 'chp': -0.05, 'lp': 17607.55, 'spread': 0.0, 'ask': 17607.55, 'bid': 17607.55, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17607.55, 'c': 17607.55, 'v': 0, 'tf': '15:28'}}}]}

1675331910391 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331910702 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -10.2, 'chp': -0.06, 'lp': 17606.1, 'spread': 0.0, 'ask': 17606.1, 'bid': 17606.1, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17606.1, 'c': 17606.1, 'v': 0, 'tf': '15:28'}}}]}

1675331912393 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331912693 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -9.5, 'chp': -0.05, 'lp': 17606.8, 'spread': 0.0, 'ask': 17606.8, 'bid': 17606.8, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17606.1, 'c': 17606.8, 'v': 0, 'tf': '15:28'}}}]}

1675331914401 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331914602 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -11.4, 'chp': -0.06, 'lp': 17604.9, 'spread': 0.0, 'ask': 17604.9, 'bid': 17604.9, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17604.9, 'c': 17604.9, 'v': 0, 'tf': '15:28'}}}]}

1675331916424 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331916648 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -11.05, 'chp': -0.06, 'lp': 17605.25, 'spread': 0.0, 'ask': 17605.25, 'bid': 17605.25, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17604.9, 'c': 17605.25, 'v': 0, 'tf': '15:28'}}}]}

1675331918433 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331918769 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -11.05, 'chp': -0.06, 'lp': 17605.25, 'spread': 0.0, 'ask': 17605.25, 'bid': 17605.25, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17604.9, 'c': 17605.25, 'v': 0, 'tf': '15:28'}}}]}

1675331920453 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331920849 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -11.45, 'chp': -0.06, 'lp': 17604.85, 'spread': 0.0, 'ask': 17604.85, 'bid': 17604.85, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17604.85, 'c': 17604.85, 'v': 0, 'tf': '15:28'}}}]}

1675331922463 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331922751 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -9.85, 'chp': -0.06, 'lp': 17606.45, 'spread': 0.0, 'ask': 17606.45, 'bid': 17606.45, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17604.85, 'c': 17606.45, 'v': 0, 'tf': '15:28'}}}]}

1675331924472 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331924901 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -11.25, 'chp': -0.06, 'lp': 17605.05, 'spread': 0.0, 'ask': 17605.05, 'bid': 17605.05, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17604.85, 'c': 17605.05, 'v': 0, 'tf': '15:28'}}}]}

1675331926469 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331926740 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -12.6, 'chp': -0.07, 'lp': 17603.7, 'spread': 0.0, 'ask': 17603.7, 'bid': 17603.7, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17603.7, 'c': 17603.7, 'v': 0, 'tf': '15:28'}}}]}

1675331928484 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331928862 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -11.2, 'chp': -0.06, 'lp': 17605.1, 'spread': 0.0, 'ask': 17605.1, 'bid': 17605.1, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17603.7, 'c': 17605.1, 'v': 0, 'tf': '15:28'}}}]}

1675331930501 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331930806 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -11.5, 'chp': -0.07, 'lp': 17604.8, 'spread': 0.0, 'ask': 17604.8, 'bid': 17604.8, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17603.5, 'c': 17604.8, 'v': 0, 'tf': '15:28'}}}]}

1675331932493 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331932943 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -10.75, 'chp': -0.06, 'lp': 17605.55, 'spread': 0.0, 'ask': 17605.55, 'bid': 17605.55, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17603.5, 'c': 17605.55, 'v': 0, 'tf': '15:28'}}}]}

1675331934519 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331934860 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -10.4, 'chp': -0.06, 'lp': 17605.9, 'spread': 0.0, 'ask': 17605.9, 'bid': 17605.9, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17603.5, 'c': 17605.9, 'v': 0, 'tf': '15:28'}}}]}

1675331936524 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331936792 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -11.45, 'chp': -0.06, 'lp': 17604.85, 'spread': 0.0, 'ask': 17604.85, 'bid': 17604.85, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331880, 'o': 17614.9, 'h': 17614.9, 'l': 17603.5, 'c': 17604.85, 'v': 0, 'tf': '15:28'}}}]}

1675331938533 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331938985 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -10.3, 'chp': -0.06, 'lp': 17606.0, 'spread': 0.0, 'ask': 17606.0, 'bid': 17606.0, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17606.0, 'l': 17603.5, 'c': 17606.0, 'v': 0, 'tf': '15:29'}}}]}

1675331940538 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331940752 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -10.3, 'chp': -0.06, 'lp': 17606.0, 'spread': 0.0, 'ask': 17606.0, 'bid': 17606.0, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17606.0, 'l': 17603.5, 'c': 17606.0, 'v': 0, 'tf': '15:29'}}}]}

1675331942551 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331942818 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -9.75, 'chp': -0.06, 'lp': 17606.55, 'spread': 0.0, 'ask': 17606.55, 'bid': 17606.55, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17607.0, 'l': 17603.5, 'c': 17606.55, 'v': 0, 'tf': '15:29'}}}]}

1675331944565 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331944778 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -10.85, 'chp': -0.06, 'lp': 17605.45, 'spread': 0.0, 'ask': 17605.45, 'bid': 17605.45, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17607.0, 'l': 17603.5, 'c': 17605.45, 'v': 0, 'tf': '15:29'}}}]}

1675331946581 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331946806 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -12.35, 'chp': -0.07, 'lp': 17603.95, 'spread': 0.0, 'ask': 17603.95, 'bid': 17603.95, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17607.0, 'l': 17603.5, 'c': 17603.95, 'v': 0, 'tf': '15:29'}}}]}

1675331948578 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331948878 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -10.95, 'chp': -0.06, 'lp': 17605.35, 'spread': 0.0, 'ask': 17605.35, 'bid': 17605.35, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17607.0, 'l': 17603.5, 'c': 17605.35, 'v': 0, 'tf': '15:29'}}}]}

1675331950583 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331950849 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -10.05, 'chp': -0.06, 'lp': 17606.25, 'spread': 0.0, 'ask': 17606.25, 'bid': 17606.25, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17607.0, 'l': 17603.5, 'c': 17606.25, 'v': 0, 'tf': '15:29'}}}]}

1675331952586 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331952842 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -11.2, 'chp': -0.06, 'lp': 17605.1, 'spread': 0.0, 'ask': 17605.1, 'bid': 17605.1, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17607.0, 'l': 17603.5, 'c': 17605.1, 'v': 0, 'tf': '15:29'}}}]}

1675331954600 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331954893 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -9.0, 'chp': -0.05, 'lp': 17607.3, 'spread': 0.0, 'ask': 17607.3, 'bid': 17607.3, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17607.4, 'l': 17603.5, 'c': 17607.3, 'v': 0, 'tf': '15:29'}}}]}

1675331956592 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331956804 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -9.25, 'chp': -0.05, 'lp': 17607.05, 'spread': 0.0, 'ask': 17607.05, 'bid': 17607.05, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17607.4, 'l': 17603.5, 'c': 17607.05, 'v': 0, 'tf': '15:29'}}}]}

1675331958610 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331958858 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -10.4, 'chp': -0.06, 'lp': 17605.9, 'spread': 0.0, 'ask': 17605.9, 'bid': 17605.9, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17607.4, 'l': 17603.5, 'c': 17605.9, 'v': 0, 'tf': '15:29'}}}]}

1675331960620 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331960872 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -10.9, 'chp': -0.06, 'lp': 17605.4, 'spread': 0.0, 'ask': 17605.4, 'bid': 17605.4, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17607.4, 'l': 17603.5, 'c': 17605.4, 'v': 0, 'tf': '15:29'}}}]}

1675331962623 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675331962970 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -7.5, 'chp': -0.04, 'lp': 17608.8, 'spread': 0.0, 'ask': 17608.8, 'bid': 17608.8, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675331940, 'o': 17603.5, 'h': 17608.8, 'l': 17603.5, 'c': 17608.8, 'v': 0, 'tf': '15:29'}}}]}

